id,classification,categories,text
KA-03377,informational,311-97|311-107,Reclaim Property from NYPD. Learn about how to get your property back if it is in NYPD custody.
KA-03378,emergency,311-68|311-80,Cannabis Sale Outside. Call 911 to report the sale of cannabis (marijuana) at an outside location.
KA-03379,emergency,311-68|311-80,Marijuana Use by a Minor. Call 911 to report the use of marijuana by a minor under the age of 21.
KA-03385,informational,311-62,Homeowner and Mortgage Relief Scams. Learn about homeowner and mortgage relief scams.
KA-03388,informational,311-109,Census. Learn about the U.S. Census.
KA-03390,informational,311-20|311-59|311-60,HCR NYC 2021 Section 8 Waitlist Status. The New York State Homes and Community Renewal (HCR) 2021 NYC Section 8 waitlist is closed. Applicants can check status or update contact info.
KA-03391,informational,311-33,Shop Your City. Learn about the campaign to support small businesses throughout New York City.
KA-03392,informational,311-23|311-20|311-59|311-61|311-60,Emergency Rental Assistance Program (ERAP). Learn about the Emergency Rental Assistance Program (ERAP) for eligible low- and moderate-income households.
KA-03437,informational,311-62,"Homeowner Help Desk. NYC homeowners can get help with issues, including mortgage fraud or scams, lien debt, repairs, and foreclosure."
KA-03439,informational,311-95|311-94,NYC Business Express Service Team (BEST). Learn about an interagency initiative led by the Department of Small Business Services (SBS) to help businesses reopen and navigate City regulations.
KA-03441,informational,311-59|311-60,Emergency Housing Voucher Program. Learn about the 2021 American Rescue Plan Emergency Housing Voucher (EHV) Program.
KA-03442,informational,311-92|311-36,Shared E-Scooter Program. Learn about the shared electric scooter program in the East Bronx and Eastern Queens.
KA-03444,informational,311-69,FEMA Wireless Emergency Alert System Tests. Learn about the Wireless Emergency Alert System (WEAs) and the Emergency Alert System (EAS).
KA-03449,informational,311-62|311-36|311-67|311-61|311-80|311-81|311-60,Spotted Lanternfly. Learn about the Spotted Lanternfly (SLF) and report signs of SLF infestation.
KA-03451,informational,311-62|311-67|311-66|311-61,Dead Animal on Private Property. Learn how to dispose of dead pets or wildlife on your property.
KA-03452,informational,311-64,"ElectrifyNYC. Learn about a free program that supports 1-4 family homeowners to install efficient and clean energy technologies, such as solar and air-source heat pumps."
KA-03454,informational,311-95,Public Solicitation License. Apply for a license to solicit donations for charitable purposes.
KA-03455,submittable,311-49,"FAIRER (Fines and Interest Reduction Enabling Recovery) Program. The deadline to apply for the temporary FAIRER Program was March 21, 2022."
KA-03457,unclear,311-69,Severe Weather. Learn how to prepare for severe weather events.
KA-03460,informational,311-35|311-30,Veteran Legal Assistance. Learn about legal service providers that provide free legal assistance for veterans.
KA-03462,informational,311-50|311-33,"Plastic Straw Rules. Learn about rules for plastic straws, splash sticks, or stirrers at food establishments. Report a food establishment violating the rules."
KA-03463,informational,311-80,Tree Guard. Learn about installing a tree guard for a City tree.
KA-03464,informational,311-25|311-56,New Family Home Visits. Learn about a program that provides home visits from trained health workers to an expectant or new parent who has recently given birth.
KA-03468,submittable,311-46|311-94,Delivery App Worker Assistance. Get help for delivery workers and the apps that employ delivery workers.
KA-03469,informational,311-95,Third-Party Food Delivery Service License. Apply for a license to operate an online third-party food delivery service (delivery app).
KA-03470,submittable,311-33|311-46|311-94,Delivery App Complaint. Make a complaint about a food delivery app.
KA-03473,informational,311-57,Lifestyle Medicine Program. Learn about the Lifestyle Medicine Program.
KA-03474,informational,311-96|311-94,"City Contracts for Existing Vendors. Learn about doing business with New York City, including contracts, programs, payments, and business opportunities for existing vendors."
KA-03476,informational,311-37,Cool Culture Family Pass. Learn how to get a card that allows families free and unlimited general admission to 90 participating cultural institutions in New York City.
KA-03477,submittable,311-50|311-94|311-81,"Clean Curbs. Apply to use sealed, on-street containers to hold commercial waste."
KA-03478,submittable,311-33,Movie Theater Complaint. Report a movie theater not using open captions or other problems.
KA-03479,informational,311-64|311-50,Waste Management Plan. Learn about the requirement for large buildings to show how they will manage waste generated by their residents.
KA-03480,informational,311-36,Scattering Ashes and Cremated Remains in Parks. Learn about the rules for scattering ashes and cremated remains in NYC parks.
KA-03481,informational,311-107,City Vehicles. Learn about resources for drivers of City-owned vehicles.
KA-03482,informational,311-95,Construction Labor Provider License. Apply for the license to employ and supply workers for construction sites.
KA-03483,informational,311-12|311-47,"Water Tunnel No. 3 Construction. Learn about DEP's Water Tunnel No. 3 construction project and related controlled blasting in Long Island City, Queens."
KA-03484,informational,311-56|311-58,"Monkeypox (Mpox). Get information about symptoms, prevention, and other health guidance for monkeypox (mpox)."
KA-03485,informational,311-69,Know Your Zone. Find out if you're in one of the City's hurricane evacuation zones.
KA-03486,submittable,311-89|311-80,"Bus Arrival Sign. Get information, report a problem, or suggest a location for a sign with real-time bus arrival information."
KA-03488,submittable,311-46,Construction Labor Provider Complaint. Make a complaint about a business that employs and supplies workers for construction sites.
KA-03490,informational,311-102|311-103,A School Without Walls. Learn about a public high school program offering hybrid and virtual learning options.
KA-03492,submittable,311-111|311-81|311-110,"Paper License Plate Complaint. Report the use or sale of unauthorized paper license plates, also known as ghost plates."
KA-03493,informational,311-47,Rainfall Ready NYC. Learn about the Department of Environmental Protection's (DEP) Rainfall Ready NYC action plan.
KA-03499,informational,311-56|311-58,"Polio. Get information about symptoms, prevention, and other health guidance about polio."
KA-03501,informational,311-62|311-85|311-61,"Property Tax Rebate. The deadline to apply for this one-time property tax rebate was March 15, 2023."
KA-03502,unclear,311-26,Asylum Seekers. Learn how asylum seekers can get help accessing services and resources to help them integrate in New York City.
KA-03503,informational,311-95,"Cannabis Licensing. Learn about licenses required to participate in New York's adult-use, medical, and cannabinoid hemp industries."
KA-03505,informational,311-23|311-43|311-33,"Federal Student Loan Forgiveness. Learn about federal student loan forgiveness, including important deadlines."
KA-03510,informational,311-50|311-33|311-31,"Clothing Disposal. Learn how to donate and recycle clothing, shoes, linens and accessories."
KA-03515,submittable,311-64|311-33|311-62|311-61|311-60,Electric Space Heater Sale Complaint. Report electric space heaters sold without required safety features or disclosures.
KA-03516,submittable,311-33,Restaurant Complaint. Report a problem with a restaurant.
KA-03517,submittable,311-33,Moving Company Complaint. Report a problem with a moving company.
KA-03518,submittable,311-33,E-Cigarette Sale Complaint. Report a problem with a store that sells e-cigarettes.
